subcategory,layer,promoted_for,rank,token,diff,self_logit,other_logit
non_uniqueness,5,other,12,Wake,0.6751,-1.452,-0.7769
non_uniqueness,5,other,13,judges,0.6743,-3.0285,-2.3542
non_uniqueness,5,other,14,Quart,0.6714,1.6421,2.3136
non_uniqueness,5,other,15,oze,0.6705,1.8454,2.5159
non_uniqueness,6,self,1,idle,1.1642,5.963,4.7987
non_uniqueness,6,self,2,voks,1.1288,2.251,1.1222
non_uniqueness,6,self,3,idency,1.1202,2.588,1.4678
non_uniqueness,6,self,4,bourne,1.0909,0.2952,-0.7956
non_uniqueness,6,self,5,izon,1.0785,1.7426,0.6641
non_uniqueness,6,self,6,amation,1.0573,-0.7947,-1.852
non_uniqueness,6,self,7,.documentation,1.0537,4.5619,3.5082
non_uniqueness,6,self,8,essen,1.0533,3.3158,2.2626
non_uniqueness,6,self,9,ascimento,1.0529,1.5617,0.5088
non_uniqueness,6,self,10,izo,1.0481,0.1484,-0.8998
non_uniqueness,6,self,11,psc,1.0375,-2.3833,-3.4208
non_uniqueness,6,self,12,Timeout,1.0279,0.1515,-0.8764
non_uniqueness,6,self,13,ajo,1.0249,-1.7224,-2.7473
non_uniqueness,6,self,14,評価,1.0155,1.6049,0.5894
non_uniqueness,6,self,15,Вона,1.0113,2.5049,1.4936
non_uniqueness,6,other,1,�,1.0963,3.1077,4.204
non_uniqueness,6,other,2,ull,1.0076,-2.0891,-1.0816
non_uniqueness,6,other,3,ウン,0.9999,1.478,2.4779
non_uniqueness,6,other,4,лей,0.9992,-2.8132,-1.814
non_uniqueness,6,other,5,hardt,0.9991,0.0971,1.0962
non_uniqueness,6,other,6,Lund,0.9704,-0.5775,0.3928
non_uniqueness,6,other,7,龄,0.9573,2.4715,3.4288
non_uniqueness,6,other,8,атку,0.9496,1.0659,2.0155
non_uniqueness,6,other,9,uestos,0.9369,-2.5167,-1.5797
non_uniqueness,6,other,10,763,0.9363,-1.3172,-0.381
non_uniqueness,6,other,11,wick,0.9355,0.4357,1.3712
non_uniqueness,6,other,12,lug,0.9335,-1.707,-0.7736
non_uniqueness,6,other,13,MetroFramework,0.9288,-3.2137,-2.2848
non_uniqueness,6,other,14,strup,0.9243,2.729,3.6533
non_uniqueness,6,other,15,uran,0.9124,-2.1516,-1.2392
non_uniqueness,7,self,1,Pink,1.0993,0.9425,-0.1568
non_uniqueness,7,self,2,ilos,1.0651,-0.7867,-1.8519
non_uniqueness,7,self,3,Pink,1.0649,1.1333,0.0684
non_uniqueness,7,self,4,sex,1.0518,-0.0931,-1.1449
non_uniqueness,7,self,5,throp,1.0219,0.3839,-0.638
non_uniqueness,7,self,6,�,0.9849,2.6079,1.623
non_uniqueness,7,self,7,idle,0.9662,1.8448,0.8785
non_uniqueness,7,self,8,ibu,0.9631,-0.0225,-0.9856
non_uniqueness,7,self,9,าช,0.9614,0.175,-0.7864
non_uniqueness,7,self,10,uppe,0.959,4.8621,3.9031
non_uniqueness,7,self,11,Brick,0.9561,2.0562,1.1001
non_uniqueness,7,self,12,aliz,0.9555,5.738,4.7825
non_uniqueness,7,self,13,iesel,0.9548,1.9727,1.0179
non_uniqueness,7,self,14,زار,0.9516,3.3648,2.4132
non_uniqueness,7,self,15,UGE,0.9377,1.2262,0.2886
non_uniqueness,7,other,1,ogg,1.2109,-0.3196,0.8912
non_uniqueness,7,other,2,orelease,1.1305,2.8444,3.975
non_uniqueness,7,other,3,ameda,1.1104,0.9609,2.0712
non_uniqueness,7,other,4,_PROP,1.0834,1.8825,2.9659
non_uniqueness,7,other,5,doma,1.0804,-1.1413,-0.0609
non_uniqueness,7,other,6,adt,1.0589,0.6815,1.7404
non_uniqueness,7,other,7,enido,1.0565,-1.6865,-0.63
non_uniqueness,7,other,8,emarks,1.054,-2.6469,-1.593
non_uniqueness,7,other,9,angs,1.043,0.9755,2.0185
non_uniqueness,7,other,10,antlr,1.0393,1.4527,2.492
non_uniqueness,7,other,11,cairo,1.0169,0.2369,1.2538
non_uniqueness,7,other,12,SND,1.0155,0.2576,1.2731
non_uniqueness,7,other,13,.study,1.0091,-3.9112,-2.9021
non_uniqueness,7,other,14,lẫn,1.003,0.9552,1.9583
non_uniqueness,7,other,15,良,0.9903,0.7668,1.7571
non_uniqueness,8,self,1,prov,1.0838,2.2091,1.1253
non_uniqueness,8,self,2,voks,1.0426,2.3514,1.3088
non_uniqueness,8,self,3,Dud,1.0371,-0.0244,-1.0616
non_uniqueness,8,self,4,inand,1.028,2.9389,1.9109
non_uniqueness,8,self,5,aber,1.0275,3.3148,2.2873
non_uniqueness,8,self,6,.experimental,1.02,-0.2267,-1.2467
non_uniqueness,8,self,7,уже,1.0171,-1.0424,-2.0596
non_uniqueness,8,self,8,boy,1.0134,-0.2482,-1.2617
non_uniqueness,8,self,9,achs,1.0096,1.6407,0.6311
non_uniqueness,8,self,10,cession,0.9991,1.556,0.5569
non_uniqueness,8,self,11,AppModule,0.9977,1.8522,0.8545
non_uniqueness,8,self,12,.xx,0.9939,-2.9427,-3.9365
non_uniqueness,8,self,13,oji,0.9927,0.5537,-0.439
non_uniqueness,8,self,14,.persistent,0.9918,1.4054,0.4135
non_uniqueness,8,self,15,-boy,0.9898,-0.1957,-1.1855
non_uniqueness,8,other,1,opsis,1.4127,-2.5744,-1.1617
non_uniqueness,8,other,2,emm,1.3251,2.3248,3.6499
non_uniqueness,8,other,3,INTR,1.2717,2.2986,3.5703
non_uniqueness,8,other,4,吹,1.2356,-4.0055,-2.7699
non_uniqueness,8,other,5,�,1.1941,2.4837,3.6778
non_uniqueness,8,other,6,spiel,1.1741,1.1706,2.3447
non_uniqueness,8,other,7,htub,1.1654,5.4132,6.5786
non_uniqueness,8,other,8,strup,1.1635,0.6944,1.8579
non_uniqueness,8,other,9,ebek,1.1607,4.8552,6.016
non_uniqueness,8,other,10,руч,1.1526,-0.0215,1.1312
non_uniqueness,8,other,11,ะแ,1.1457,0.6357,1.7814
non_uniqueness,8,other,12,venture,1.1438,-1.0065,0.1373
non_uniqueness,8,other,13,帕,1.1382,0.7449,1.8832
non_uniqueness,8,other,14,trinsic,1.1362,2.5706,3.7067
non_uniqueness,8,other,15,اون,1.1284,-2.1987,-1.0703
replacement,1,self,1,ungan,0.829,-1.0165,-1.8455
replacement,1,self,2,CTSTR,0.8232,-2.7582,-3.5815
replacement,1,self,3,_FT,0.8173,2.6217,1.8044
replacement,1,self,4,TPL,0.7965,6.0138,5.2174
replacement,1,self,5,isten,0.7643,-3.135,-3.8993
replacement,1,self,6,Hayden,0.7554,-0.4885,-1.244
replacement,1,self,7,ستانی,0.7481,1.9975,1.2494
replacement,1,self,8,FTP,0.7401,-0.4139,-1.154
replacement,1,self,9,orest,0.7362,4.2432,3.507
replacement,1,self,10,istrovství,0.7321,0.9587,0.2266
replacement,1,self,11,머,0.7305,-0.5347,-1.2653
replacement,1,self,12,üc,0.724,2.5922,1.8682
replacement,1,self,13,Erot,0.7185,5.1594,4.4409
replacement,1,self,14,Discipline,0.7162,-0.4585,-1.1747
replacement,1,self,15,ayed,0.7093,-2.5889,-3.2981
replacement,1,other,1,tử,0.8464,-0.9717,-0.1253
replacement,1,other,2,oola,0.8069,-1.5211,-0.7142
replacement,1,other,3,sunk,0.8018,-1.2585,-0.4567
replacement,1,other,4,Flo,0.7629,-1.9748,-1.2119
replacement,1,other,5,sink,0.7344,-2.5141,-1.7797
replacement,1,other,6,佐,0.7326,-6.4553,-5.7227
replacement,1,other,7,ioneer,0.7087,-1.5942,-0.8856
replacement,1,other,8,cedure,0.708,-0.557,0.151
replacement,1,other,9,�,0.7071,1.3455,2.0526
replacement,1,other,10,-urlencoded,0.7036,-0.4247,0.2789
replacement,1,other,11,nesc,0.6958,0.8103,1.5061
replacement,1,other,12,angl,0.6955,0.2958,0.9913
replacement,1,other,13,TimeStamp,0.6909,1.1417,1.8326
replacement,1,other,14,geb,0.6873,-4.5679,-3.8807
replacement,1,other,15,�,0.6863,-2.8636,-2.1773
replacement,2,self,1,ULLET,0.9618,3.186,2.2242
replacement,2,self,2,レス,0.8608,-0.3447,-1.2055
replacement,2,self,3,ullet,0.8577,-1.4004,-2.2581
replacement,2,self,4,edia,0.8532,-0.9925,-1.8457
replacement,2,self,5,��,0.8479,0.1358,-0.7122
replacement,2,self,6,ôt,0.8417,2.7094,1.8677
replacement,2,self,7,chnitt,0.8162,2.5515,1.7353
replacement,2,self,8,duck,0.7964,2.006,1.2096
replacement,2,self,9,otten,0.7956,-1.6256,-2.4212
replacement,2,self,10,yles,0.7901,2.7198,1.9296
replacement,2,self,11,ken,0.7891,2.0094,1.2203
replacement,2,self,12,FolderPath,0.788,-0.9148,-1.7028
replacement,2,self,13,udit,0.7868,1.8272,1.0404
replacement,2,self,14,zers,0.7854,-5.0158,-5.8012
replacement,2,self,15,�,0.7833,-2.2375,-3.0209
replacement,2,other,1,-toast,0.787,2.0947,2.8816
replacement,2,other,2,upro,0.7778,1.4945,2.2722
replacement,2,other,3,ego,0.7727,-2.792,-2.0193
replacement,2,other,4,inja,0.7702,2.1717,2.942
replacement,2,other,5,余,0.7583,1.4676,2.2259
replacement,2,other,6,�,0.7565,0.1997,0.9561
replacement,2,other,7,osite,0.7294,-0.7051,0.0244
replacement,2,other,8,ether,0.7256,2.0391,2.7647
replacement,2,other,9,conj,0.7129,-1.0575,-0.3447
replacement,2,other,10,quo,0.708,-3.3207,-2.6127
replacement,2,other,11,leaking,0.6991,-0.8856,-0.1865
replacement,2,other,12,ioneer,0.6945,1.727,2.4215
replacement,2,other,13,ят,0.6945,-2.9531,-2.2587
replacement,2,other,14,ocz,0.6895,0.8119,1.5014
replacement,2,other,15,Raphael,0.6872,-0.4177,0.2695
replacement,3,self,1,.scalablytyped,0.9622,1.7525,0.7903
replacement,3,self,2,še,0.8669,4.6356,3.7687
replacement,3,self,3,hora,0.8312,0.5047,-0.3265
replacement,3,self,4,ascus,0.8306,-0.4037,-1.2343
replacement,3,self,5,хи,0.8223,1.7495,0.9272
replacement,3,self,6,onis,0.8199,1.888,1.0681
replacement,3,self,7,imedia,0.816,-0.8916,-1.7076
replacement,3,self,8,jez,0.8006,0.7614,-0.0392
replacement,3,self,9,��,0.7924,-3.3612,-4.1536
replacement,3,self,10,Marshall,0.7901,0.988,0.1978
replacement,3,self,11,ogui,0.7704,4.6188,3.8484
replacement,3,self,12,Erot,0.7671,1.598,0.8309
replacement,3,self,13,lector,0.7614,3.9378,3.1764
replacement,3,self,14,stringWith,0.7613,1.1949,0.4337
replacement,3,self,15,hits,0.7583,-0.5497,-1.308
replacement,3,other,1,�,0.7969,-3.2487,-2.4518
replacement,3,other,2,ac,0.7197,-3.1975,-2.4778
replacement,3,other,3,�,0.7047,-0.2114,0.4933
replacement,3,other,4,Progress,0.6897,-1.6011,-0.9114
replacement,3,other,5,ardless,0.6694,-1.0373,-0.3679
replacement,3,other,6,ifa,0.6694,-0.6441,0.0252
replacement,3,other,7,�,0.6435,-1.0874,-0.4438
replacement,3,other,8,ION,0.639,1.2242,1.8632
replacement,3,other,9,trận,0.6362,2.4776,3.1138
replacement,3,other,10,proceeding,0.6359,-2.3448,-1.7089
replacement,3,other,11,conj,0.6354,1.3721,2.0075
replacement,3,other,12,逸,0.6346,-0.5807,0.0539
replacement,3,other,13,_MUT,0.634,-0.0424,0.5916
replacement,3,other,14,conj,0.6293,-0.6509,-0.0217
replacement,3,other,15,_progress,0.6161,-1.2548,-0.6387
replacement,4,self,1,amburger,1.1868,-0.9877,-2.1745
replacement,4,self,2,rál,0.9939,4.2471,3.2531
replacement,4,self,3,emark,0.9675,-0.2929,-1.2603
replacement,4,self,4,duly,0.9607,3.4971,2.5365
replacement,4,self,5,ein,0.9547,1.8492,0.8945
replacement,4,self,6,atab,0.953,-0.1562,-1.1092
replacement,4,self,7,abinet,0.9181,2.8611,1.9431
replacement,4,self,8,OnCollision,0.8991,4.4726,3.5735
replacement,4,self,9,pand,0.886,5.2725,4.3865
replacement,4,self,10,allis,0.8812,-0.4713,-1.3525
replacement,4,self,11,тик,0.8762,3.9186,3.0424
replacement,4,self,12,tab,0.8656,-0.7171,-1.5827
replacement,4,self,13,elez,0.8621,-1.8263,-2.6883
replacement,4,self,14,Alban,0.8571,-0.1169,-0.974
replacement,4,self,15,oland,0.8556,3.3136,2.458
replacement,4,other,1,Federal,1.1055,-1.6828,-0.5773
replacement,4,other,2,ố,1.0951,0.1735,1.2687
replacement,4,other,3,Federal,1.0529,-2.2889,-1.236
replacement,4,other,4,federal,0.9895,-1.836,-0.8464
replacement,4,other,5,克斯,0.9536,3.1623,4.1159
replacement,4,other,6,Rubin,0.945,-1.7515,-0.8065
replacement,4,other,7,-boot,0.9195,1.1551,2.0746
replacement,4,other,8,ажд,0.9142,-0.816,0.0981
replacement,4,other,9,Congressman,0.9088,0.4283,1.3371
replacement,4,other,10,dis,0.9023,-2.6659,-1.7636
replacement,4,other,11,.await,0.8916,0.7821,1.6737
replacement,4,other,12,百度,0.8856,2.026,2.9116
replacement,4,other,13,congressman,0.8852,1.917,2.8022
replacement,4,other,14,ु�,0.8793,2.3431,3.2224
replacement,4,other,15,swer,0.8792,4.2565,5.1357
replacement,5,self,1,erties,1.3125,-1.8145,-3.127
replacement,5,self,2,アー,1.2381,-0.1996,-1.4377
replacement,5,self,3,olls,1.1708,3.9858,2.8149
replacement,5,self,4,imetype,1.1575,1.4217,0.2643
replacement,5,self,5,IRR,1.1432,1.4005,0.2573
replacement,5,self,6,ينية,1.1404,0.5514,-0.589
replacement,5,self,7,�,1.1353,1.2975,0.1622
replacement,5,self,8,اوت,1.1351,0.7619,-0.3732
replacement,5,self,9,łe,1.1208,0.1964,-0.9244
replacement,5,self,10,(IntPtr,1.1051,1.8704,0.7653
replacement,5,self,11,ingo,1.1045,-1.6065,-2.7111
replacement,5,self,12,ennes,1.0867,1.4817,0.395
replacement,5,self,13,abus,1.0804,-2.5037,-3.5841
replacement,5,self,14,ła,1.08,0.4766,-0.6034
replacement,5,self,15,newcom,1.0783,1.2283,0.15
replacement,5,other,1,conj,1.0384,0.1027,1.1412
replacement,5,other,2,Crab,1.0301,-0.0981,0.9321
replacement,5,other,3,uat,1.0233,0.6969,1.7201
replacement,5,other,4,uly,0.9843,-2.1372,-1.1529
replacement,5,other,5,yellow,0.9624,1.755,2.7174
replacement,5,other,6,Designs,0.9547,1.1837,2.1384
replacement,5,other,7,rad,0.9422,-7.1093,-6.1671
replacement,5,other,8,597,0.9336,-0.6214,0.3122
replacement,5,other,9,Editorial,0.931,-1.7403,-0.8093
replacement,5,other,10,Typed,0.9228,1.4978,2.4207
replacement,5,other,11,esser,0.9221,3.0642,3.9864
replacement,5,other,12,Lar,0.9161,-0.833,0.083
replacement,5,other,13,Conj,0.9134,0.9934,1.9068
replacement,5,other,14,Willis,0.9044,1.5236,2.428
replacement,5,other,15,aug,0.8999,0.3466,1.2465
replacement,6,self,1,uset,1.3746,0.5191,-0.8555
replacement,6,self,2,awai,1.3435,2.523,1.1795
replacement,6,self,3,enaire,1.3363,2.6649,1.3286
replacement,6,self,4,ilities,1.3348,3.2004,1.8656
replacement,6,self,5,luet,1.3338,5.9851,4.6514
replacement,6,self,6,zioni,1.3232,4.3297,3.0066
replacement,6,self,7,ensex,1.3192,-0.904,-2.2232
replacement,6,self,8,fait,1.3121,3.6474,2.3353
replacement,6,self,9,emale,1.2886,2.949,1.6605
replacement,6,self,10,idency,1.2785,2.6226,1.3441
replacement,6,self,11,edi,1.274,-0.733,-2.0069
replacement,6,self,12,enis,1.2722,1.8059,0.5337
replacement,6,self,13,anske,1.2561,1.4854,0.2293
replacement,6,self,14,わせ,1.2553,0.908,-0.3474
replacement,6,self,15,yyn,1.2553,1.3893,0.134
replacement,6,other,1,oon,1.2865,-2.1112,-0.8247
replacement,6,other,2,atar,1.2062,0.2076,1.4138
replacement,6,other,3,Nag,1.0948,-1.2308,-0.136
replacement,6,other,4,conj,1.0828,-1.1035,-0.0207
replacement,6,other,5,lev,1.0742,-2.3686,-1.2944
replacement,6,other,6,ulle,1.071,3.4595,4.5304
replacement,6,other,7,�,1.0552,-0.1855,0.8697
replacement,6,other,8,italic,1.0485,1.5992,2.6477
replacement,6,other,9,place,1.0408,1.5122,2.553
replacement,6,other,10,mesa,1.0391,-1.371,-0.3319
replacement,6,other,11,mar,1.0371,0.2978,1.3349
replacement,6,other,12,esser,1.0309,2.7363,3.7672
replacement,6,other,13,sted,1.0309,-2.3181,-1.2873
replacement,6,other,14,rede,1.0172,2.3937,3.4109
replacement,6,other,15,oit,1.0137,-0.6892,0.3245
replacement,7,self,1,itag,1.5019,-0.845,-2.347
replacement,7,self,2,نسان,1.3855,1.1279,-0.2576
replacement,7,self,3,throp,1.3566,0.4471,-0.9095
replacement,7,self,4,ilos,1.2979,-0.9958,-2.2936
replacement,7,self,5,IVA,1.2452,0.718,-0.5273
replacement,7,self,6,iddi,1.2447,5.046,3.8013
replacement,7,self,7,Čer,1.2343,0.6454,-0.5889
replacement,7,self,8,aben,1.2305,2.9139,1.6834
replacement,7,self,9,/Instruction,1.2045,-0.2315,-1.436
replacement,7,self,10,reater,1.2036,2.4907,1.2871
replacement,7,self,11,isible,1.1728,0.2863,-0.8866
replacement,7,self,12,roud,1.1342,-0.3773,-1.5115
replacement,7,self,13,gressor,1.1228,-0.3806,-1.5034
replacement,7,self,14,arrival,1.122,0.6477,-0.4743
replacement,7,self,15,Zip,1.1189,1.4142,0.2953
replacement,7,other,1,kili,1.219,1.1196,2.3386
replacement,7,other,2,ैद,1.1688,-0.4672,0.7016
replacement,7,other,3,ingu,1.1665,1.5535,2.72
replacement,7,other,4,aldo,1.1653,2.0678,3.233
replacement,7,other,5,licos,1.1338,0.0018,1.1356
replacement,7,other,6,trực,1.0916,0.0052,1.0968
replacement,7,other,7,jes,1.0882,-3.6712,-2.5829
replacement,7,other,8,�이,1.0824,-1.3362,-0.2538
replacement,7,other,9,trial,1.0615,-0.5465,0.515
replacement,7,other,10,lẫn,1.0591,1.0656,2.1247
replacement,7,other,11,Rag,1.0578,-5.2927,-4.2349
replacement,7,other,12,orgot,1.0574,-1.4096,-0.3523
replacement,7,other,13,Balt,1.0573,2.1022,3.1596
replacement,7,other,14,noon,1.0573,-0.6942,0.3631
replacement,7,other,15,Trial,1.0561,-0.5874,0.4687
replacement,8,self,1,kee,1.4033,4.132,2.7288
replacement,8,self,2,adam,1.3438,-0.8375,-2.1813
replacement,8,self,3,.documentation,1.3014,4.2834,2.9819
replacement,8,self,4,Rate,1.2363,1.3286,0.0923
replacement,8,self,5,.drawable,1.2139,1.4962,0.2824
replacement,8,self,6,�,1.2119,1.631,0.4191
replacement,8,self,7,вою,1.2051,1.573,0.368
replacement,8,self,8,oji,1.2041,0.4152,-0.7888
replacement,8,self,9,ocode,1.2006,1.466,0.2654
replacement,8,self,10,autocomplete,1.1887,1.7731,0.5843
replacement,8,self,11,ux,1.1808,1.5058,0.325
replacement,8,self,12,уже,1.1639,-1.3873,-2.5512
replacement,8,self,13,評価,1.1607,-0.3303,-1.491
replacement,8,self,14,gor,1.1599,2.0641,0.9042
replacement,8,self,15,itag,1.1474,0.9843,-0.1632
replacement,8,other,1,neau,1.4032,-0.9552,0.448
replacement,8,other,2,opsis,1.3657,-2.3528,-0.9871
replacement,8,other,3,ral,1.2905,-3.9202,-2.6297
replacement,8,other,4,над,1.2656,-1.9639,-0.6983
replacement,8,other,5,neh,1.2496,-3.2791,-2.0295
replacement,8,other,6,ods,1.2416,-3.4531,-2.2115
replacement,8,other,7,emm,1.2388,2.351,3.5897
replacement,8,other,8,taire,1.2036,-0.0539,1.1496
replacement,8,other,9,OPSIS,1.2033,-1.7078,-0.5046
replacement,8,other,10,руч,1.1993,0.3958,1.5951
replacement,8,other,11,/vue,1.1938,0.6397,1.8334
replacement,8,other,12,وتی,1.1936,1.319,2.5126
replacement,8,other,13,ainen,1.1761,-0.5482,0.6279
replacement,8,other,14,otive,1.1668,0.9623,2.1291
replacement,8,other,15,بول,1.1625,0.8821,2.0446
identity_rewrite,1,self,1,erville,0.6594,-2.7712,-3.4307
identity_rewrite,1,self,2,olas,0.6243,-3.0162,-3.6405
identity_rewrite,1,self,3,otten,0.6207,1.0508,0.4301
identity_rewrite,1,self,4,kie,0.61,-1.5288,-2.1388
identity_rewrite,1,self,5,áy,0.5807,0.877,0.2963
identity_rewrite,1,self,6,""">//",0.5776,5.5658,4.9882
identity_rewrite,1,self,7,otty,0.5757,0.4331,-0.1426
identity_rewrite,1,self,8,DataURL,0.5625,0.7598,0.1973
identity_rewrite,1,self,9,폰,0.5608,-2.9468,-3.5076
identity_rewrite,1,self,10,Erotik,0.5541,1.6286,1.0745
identity_rewrite,1,self,11,ız,0.5504,-0.7058,-1.2562
identity_rewrite,1,self,12,isten,0.5493,-3.2803,-3.8297
identity_rewrite,1,self,13,ัจ,0.5451,1.2481,0.7029
identity_rewrite,1,self,14,ieu,0.5428,-0.9183,-1.4611
identity_rewrite,1,self,15,RAIN,0.5375,-0.4023,-0.9397
identity_rewrite,1,other,1,606,0.577,-2.4272,-1.8502
identity_rewrite,1,other,2,aptor,0.5566,-2.2713,-1.7147
identity_rewrite,1,other,3,ehler,0.5501,-1.733,-1.1829
identity_rewrite,1,other,4,sunk,0.5428,-1.1492,-0.6063
identity_rewrite,1,other,5,opr,0.5145,-0.0713,0.4432
identity_rewrite,1,other,6,iami,0.5117,-1.2211,-0.7095
identity_rewrite,1,other,7,εχ,0.5105,0.3087,0.8192
identity_rewrite,1,other,8,ANE,0.505,-0.9601,-0.4551
identity_rewrite,1,other,9,icz,0.504,0.6497,1.1537
identity_rewrite,1,other,10,oola,0.5033,-1.2679,-0.7646
identity_rewrite,1,other,11,ane,0.4989,-3.0186,-2.5196
identity_rewrite,1,other,12,compound,0.4958,2.6779,3.1738
identity_rewrite,1,other,13,designs,0.4941,-2.0322,-1.5382
identity_rewrite,1,other,14,Excell,0.4904,1.8814,2.3719
identity_rewrite,1,other,15,'я,0.4873,-0.3049,0.1824
identity_rewrite,2,self,1,slippery,0.7035,3.758,3.0545
identity_rewrite,2,self,2,Erotik,0.6508,2.4567,1.8059
identity_rewrite,2,self,3,irket,0.6123,-2.54,-3.1523
identity_rewrite,2,self,4,ULLET,0.6122,3.04,2.4278
identity_rewrite,2,self,5,Fizz,0.5916,4.5881,3.9965
identity_rewrite,2,self,6,GAL,0.5913,0.9555,0.3642
identity_rewrite,2,self,7,mach,0.59,2.6075,2.0175
identity_rewrite,2,self,8,olley,0.5892,-3.1594,-3.7486
identity_rewrite,2,self,9,Erotic,0.5748,2.1605,1.5857
identity_rewrite,2,self,10,��,0.5728,0.0689,-0.5039
identity_rewrite,2,self,11,""">//",0.5707,5.5833,5.0126
identity_rewrite,2,self,12,径,0.5673,-0.8551,-1.4224
identity_rewrite,2,self,13,속,0.5638,-1.7605,-2.3244
identity_rewrite,2,self,14,저,0.5617,3.8637,3.302
identity_rewrite,2,self,15,iley,0.5601,-0.7105,-1.2705
identity_rewrite,2,other,1,lements,0.7411,1.4616,2.2027
identity_rewrite,2,other,2,engan,0.6804,2.0749,2.7554
identity_rewrite,2,other,3,Guth,0.6531,-2.8769,-2.2239
identity_rewrite,2,other,4,Wat,0.6264,-2.8922,-2.2658
identity_rewrite,2,other,5,pronounced,0.6249,3.7156,4.3405
identity_rewrite,2,other,6,engl,0.6093,2.2471,2.8564
identity_rewrite,2,other,7,Ler,0.6006,1.6003,2.2008
identity_rewrite,2,other,8,шев,0.5999,-0.4346,0.1653
identity_rewrite,2,other,9,opr,0.5788,-0.248,0.3308
identity_rewrite,2,other,10,Https,0.5775,1.1165,1.6939
identity_rewrite,2,other,11,exus,0.5751,1.3589,1.934
identity_rewrite,2,other,12,apl,0.5624,-1.6161,-1.0538
identity_rewrite,2,other,13,ISP,0.562,-3.9264,-3.3644
identity_rewrite,2,other,14,Raphael,0.5608,-0.1547,0.4061
identity_rewrite,2,other,15,apl,0.5575,1.1027,1.6602
identity_rewrite,3,self,1,eniable,0.6635,-3.7469,-4.4104
identity_rewrite,3,self,2,insky,0.6298,-3.704,-4.3337
identity_rewrite,3,self,3,ortal,0.6131,-1.8796,-2.4927
identity_rewrite,3,self,4,edir,0.6099,7.9593,7.3494
identity_rewrite,3,self,5,onis,0.6052,1.5744,0.9691
identity_rewrite,3,self,6,askan,0.6,-0.3697,-0.9696
identity_rewrite,3,self,7,ativ,0.5934,-0.576,-1.1694
identity_rewrite,3,self,8,ycz,0.5876,4.0442,3.4566
identity_rewrite,3,self,9,uden,0.5835,0.7496,0.1661
identity_rewrite,3,self,10,อากาศ,0.5759,-0.9844,-1.5602
identity_rewrite,3,self,11,osten,0.5731,-0.427,-1.0001
identity_rewrite,3,self,12,äch,0.5707,0.433,-0.1377
identity_rewrite,3,self,13,lector,0.5696,4.0734,3.5038
identity_rewrite,3,self,14,ús,0.5515,0.1406,-0.4109
identity_rewrite,3,self,15,ogl,0.5433,-2.6947,-3.238
identity_rewrite,3,other,1,itures,0.6253,-0.473,0.1522
identity_rewrite,3,other,2,uncture,0.6101,0.8777,1.4878
identity_rewrite,3,other,3,аж,0.5924,2.5478,3.1403
identity_rewrite,3,other,4,Progress,0.5845,-1.7534,-1.1688
identity_rewrite,3,other,5,bakan,0.5727,1.8635,2.4362
identity_rewrite,3,other,6,进,0.5689,0.9221,1.491
identity_rewrite,3,other,7,.ProgressBar,0.5583,0.2676,0.8259
identity_rewrite,3,other,8,ium,0.5497,1.111,1.6607
identity_rewrite,3,other,9,auga,0.5495,-0.3653,0.1842
identity_rewrite,3,other,10,muted,0.5493,1.0708,1.6201
identity_rewrite,3,other,11,odate,0.5456,0.128,0.6735
identity_rewrite,3,other,12,heit,0.5444,2.0268,2.5712
identity_rewrite,3,other,13,Designs,0.5444,-2.1934,-1.649
identity_rewrite,3,other,14,ευ,0.5424,1.001,1.5434
identity_rewrite,3,other,15,.progress,0.5359,0.1183,0.6542
