subcategory,layer,promoted_for,rank,token,diff,self_logit,other_logit
identity_rewrite,4,self,1,�,0.9794,-1.0353,-2.0148
identity_rewrite,4,self,2,amburger,0.8455,-0.994,-1.8395
identity_rewrite,4,self,3,enci,0.7967,-0.7011,-1.4978
identity_rewrite,4,self,4,Skin,0.7878,-1.3459,-2.1336
identity_rewrite,4,self,5,Booker,0.7568,-0.6144,-1.3712
identity_rewrite,4,self,6,askan,0.7509,-0.7326,-1.4835
identity_rewrite,4,self,7,ỉ,0.7504,-3.051,-3.8014
identity_rewrite,4,self,8,-responsive,0.7439,1.1657,0.4219
identity_rewrite,4,self,9,unter,0.7386,-1.5745,-2.3131
identity_rewrite,4,self,10,meer,0.7322,0.2884,-0.4438
identity_rewrite,4,self,11,Gaul,0.7306,3.7351,3.0045
identity_rewrite,4,self,12,falls,0.7304,-1.8398,-2.5702
identity_rewrite,4,self,13,tab,0.7266,-0.6773,-1.4039
identity_rewrite,4,self,14,atel,0.7206,4.8391,4.1185
identity_rewrite,4,self,15,.Skin,0.7155,1.3994,0.684
identity_rewrite,4,other,1,ố,1.1705,-0.0536,1.1169
identity_rewrite,4,other,2,ради,0.9434,0.6009,1.5442
identity_rewrite,4,other,3,ymous,0.9193,0.1775,1.0969
identity_rewrite,4,other,4,-boot,0.853,1.2355,2.0885
identity_rewrite,4,other,5,akra,0.8525,2.7528,3.6053
identity_rewrite,4,other,6,slashes,0.8489,1.3265,2.1754
identity_rewrite,4,other,7,ekli,0.8485,2.521,3.3695
identity_rewrite,4,other,8,iddy,0.8479,-0.3529,0.495
identity_rewrite,4,other,9,_forum,0.8471,3.4897,4.3368
identity_rewrite,4,other,10,цький,0.8352,0.097,0.9322
identity_rewrite,4,other,11,.mybatisplus,0.8348,-1.4982,-0.6634
identity_rewrite,4,other,12,Federal,0.8333,-1.538,-0.7046
identity_rewrite,4,other,13,克斯,0.8289,3.4335,4.2623
identity_rewrite,4,other,14,нок,0.8267,-2.0967,-1.27
identity_rewrite,4,other,15,sẻ,0.8255,-1.8458,-1.0202
identity_rewrite,5,self,1,acom,0.9954,1.8522,0.8568
identity_rewrite,5,self,2,ينية,0.9356,0.5814,-0.3541
identity_rewrite,5,self,3,ante,0.9226,2.5303,1.6078
identity_rewrite,5,self,4,ła,0.8911,0.3452,-0.5459
identity_rewrite,5,self,5,kin,0.8895,0.9161,0.0266
identity_rewrite,5,self,6,ilos,0.8636,0.5873,-0.2763
identity_rewrite,5,self,7,ima,0.8574,1.1901,0.3327
identity_rewrite,5,self,8,アー,0.8568,-0.1234,-0.9802
identity_rewrite,5,self,9,�,0.8535,1.2058,0.3523
identity_rewrite,5,self,10,тор,0.8518,-1.0108,-1.8625
identity_rewrite,5,self,11,ینک,0.8455,-0.6303,-1.4758
identity_rewrite,5,self,12,Kin,0.8417,0.4744,-0.3673
identity_rewrite,5,self,13,antes,0.8288,2.7596,1.9308
identity_rewrite,5,self,14,�,0.8131,2.026,1.213
identity_rewrite,5,self,15,rie,0.8088,0.4482,-0.3606
identity_rewrite,5,other,1,ович,0.9635,-0.5394,0.4241
identity_rewrite,5,other,2,ウン,0.8474,2.2612,3.1086
identity_rewrite,5,other,3,CONCAT,0.839,-3.9279,-3.0889
identity_rewrite,5,other,4,phon,0.8352,0.0923,0.9274
identity_rewrite,5,other,5,ordo,0.8237,-3.6688,-2.8451
identity_rewrite,5,other,6,スター,0.8161,-0.4664,0.3497
identity_rewrite,5,other,7,ูล,0.8093,-4.1855,-3.3763
identity_rewrite,5,other,8,ếu,0.8037,1.9167,2.7205
identity_rewrite,5,other,9,ु�,0.7929,4.212,5.0049
identity_rewrite,5,other,10,Crab,0.7913,0.1623,0.9537
identity_rewrite,5,other,11,worth,0.7753,-3.1295,-2.3543
identity_rewrite,5,other,12,Francisco,0.7752,-4.0331,-3.2579
identity_rewrite,5,other,13,ekl,0.7744,2.4833,3.2577
identity_rewrite,5,other,14,Forum,0.7733,0.4436,1.217
identity_rewrite,5,other,15,urent,0.7694,-0.1488,0.6206
identity_rewrite,6,self,1,ilities,1.3637,3.5539,2.1903
identity_rewrite,6,self,2,eger,1.2722,0.2966,-0.9756
identity_rewrite,6,self,3,Mirror,1.2382,-0.7463,-1.9845
identity_rewrite,6,self,4,izon,1.2288,2.1142,0.8855
identity_rewrite,6,self,5,강남,1.1778,3.0495,1.8717
identity_rewrite,6,self,6,Slug,1.1466,0.4402,-0.7064
identity_rewrite,6,self,7,amation,1.1394,-0.4926,-1.632
identity_rewrite,6,self,8,unes,1.1153,1.5757,0.4604
identity_rewrite,6,self,9,ascimento,1.1093,1.7392,0.6299
identity_rewrite,6,self,10,eries,1.1079,1.155,0.0472
identity_rewrite,6,self,11,edi,1.1024,-0.5565,-1.659
identity_rewrite,6,self,12,=[[,1.1022,3.4875,2.3853
identity_rewrite,6,self,13,DSL,1.0923,-0.0952,-1.1876
identity_rewrite,6,self,14,ella,1.0743,-0.9567,-2.031
identity_rewrite,6,self,15,clusive,1.0668,-0.1242,-1.191
identity_rewrite,6,other,1,ErrorException,1.1712,0.8709,2.0421
identity_rewrite,6,other,2,rado,1.0834,-2.2563,-1.1729
identity_rewrite,6,other,3,ウン,1.0817,1.8929,2.9746
identity_rewrite,6,other,4,iginal,1.0706,-0.8254,0.2452
identity_rewrite,6,other,5,rego,1.0569,-0.0869,0.97
identity_rewrite,6,other,6,.ai,1.0478,-0.9379,0.1098
identity_rewrite,6,other,7,�,1.0325,-0.2323,0.8001
identity_rewrite,6,other,8,uyo,1.0288,2.915,3.9437
identity_rewrite,6,other,9,ná,1.0239,-0.698,0.3259
identity_rewrite,6,other,10,quad,1.015,-2.1054,-1.0905
identity_rewrite,6,other,11,chyb,1.0074,1.9931,3.0005
identity_rewrite,6,other,12,gettext,1.0031,2.409,3.4121
identity_rewrite,6,other,13,_BINARY,1.0023,-0.7889,0.2134
identity_rewrite,6,other,14,лей,1.0021,-2.7779,-1.7758
identity_rewrite,6,other,15,củ,0.9982,0.5977,1.5959
identity_rewrite,7,self,1,ersen,1.1454,2.5753,1.4299
identity_rewrite,7,self,2,throp,1.1176,0.6407,-0.4769
identity_rewrite,7,self,3,ilos,1.1079,-0.6313,-1.7392
identity_rewrite,7,self,4,اجر,1.0869,-1.0898,-2.1767
identity_rewrite,7,self,5,IVA,1.0736,0.7895,-0.2841
identity_rewrite,7,self,6,نز,1.072,-3.0885,-4.1605
identity_rewrite,7,self,7,ivism,1.0677,1.0902,0.0224
identity_rewrite,7,self,8,endors,1.0623,-1.1354,-2.1978
identity_rewrite,7,self,9,lég,1.0452,3.8727,2.8274
identity_rewrite,7,self,10,άβ,1.0432,4.2457,3.2025
identity_rewrite,7,self,11,anism,1.0414,2.0852,1.0437
identity_rewrite,7,self,12,aggravated,1.0342,0.9195,-0.1148
identity_rewrite,7,self,13,gebung,1.0253,3.3862,2.3609
identity_rewrite,7,self,14,Nichols,1.0221,0.1207,-0.9014
identity_rewrite,7,self,15,vagina,1.0198,3.8807,2.8609
identity_rewrite,7,other,1,akit,1.2167,2.4542,3.6709
identity_rewrite,7,other,2,noon,1.1882,-1.1167,0.0716
identity_rewrite,7,other,3,><?,1.1354,-5.4707,-4.3353
identity_rewrite,7,other,4,angs,1.0917,0.904,1.9956
identity_rewrite,7,other,5,UiThread,1.066,0.1346,1.2006
identity_rewrite,7,other,6,licos,1.0377,-0.0338,1.0039
identity_rewrite,7,other,7,gettext,1.0372,0.8172,1.8544
identity_rewrite,7,other,8,accru,1.0065,-0.7355,0.271
identity_rewrite,7,other,9,Unsure,0.9916,-0.4847,0.5069
identity_rewrite,7,other,10,kili,0.9914,1.1194,2.1108
identity_rewrite,7,other,11,ैद,0.9868,-0.3811,0.6057
identity_rewrite,7,other,12,摩,0.9777,-0.7927,0.185
identity_rewrite,7,other,13,uien,0.9735,2.3967,3.3702
identity_rewrite,7,other,14,Rag,0.9702,-5.2785,-4.3083
identity_rewrite,7,other,15,cairo,0.9678,0.2361,1.2039
identity_rewrite,8,self,1,kee,1.4025,4.4095,3.007
identity_rewrite,8,self,2,lég,1.2659,3.6732,2.4073
identity_rewrite,8,self,3,adam,1.2432,-0.7021,-1.9453
identity_rewrite,8,self,4,oji,1.2287,0.8139,-0.4148
identity_rewrite,8,self,5,irsch,1.2214,0.5578,-0.6637
identity_rewrite,8,self,6,autocomplete,1.2169,2.2102,0.9934
identity_rewrite,8,self,7,athers,1.203,-2.9989,-4.2019
identity_rewrite,8,self,8,ersen,1.1865,0.531,-0.6554
identity_rewrite,8,self,9,.documentation,1.1255,4.3783,3.2528
identity_rewrite,8,self,10,.middleware,1.1138,2.086,0.9723
identity_rewrite,8,self,11,gall,1.1105,-0.9386,-2.0491
identity_rewrite,8,self,12,Orr,1.1073,3.8097,2.7024
identity_rewrite,8,self,13,評価,1.1048,0.0855,-1.0193
identity_rewrite,8,self,14,-boy,1.0925,-0.2444,-1.3369
identity_rewrite,8,self,15,уже,1.0919,-1.0656,-2.1575
identity_rewrite,8,other,1,neau,1.474,-0.9305,0.5435
identity_rewrite,8,other,2,摩,1.4602,-0.6039,0.8563
identity_rewrite,8,other,3,/vue,1.4489,0.1671,1.616
identity_rewrite,8,other,4,над,1.3348,-2.097,-0.7621
identity_rewrite,8,other,5,吹,1.2942,-3.8453,-2.5511
identity_rewrite,8,other,6,opsis,1.2812,-2.4695,-1.1883
identity_rewrite,8,other,7,\Api,1.2792,0.8803,2.1595
identity_rewrite,8,other,8,odos,1.2628,-2.1872,-0.9244
identity_rewrite,8,other,9,.tokenize,1.2564,-0.4441,0.8122
identity_rewrite,8,other,10,UiThread,1.2266,-1.4657,-0.239
identity_rewrite,8,other,11,руч,1.2234,0.1714,1.3948
identity_rewrite,8,other,12,emm,1.2233,2.2892,3.5125
identity_rewrite,8,other,13,ạm,1.2211,0.6761,1.8972
identity_rewrite,8,other,14,ूत,1.2078,1.6863,2.8941
identity_rewrite,8,other,15,OPSIS,1.2021,-1.7721,-0.57
benign_persistence,1,self,1,erville,0.7378,-2.6336,-3.3715
benign_persistence,1,self,2,TPL,0.7232,5.7665,5.0433
benign_persistence,1,self,3,iểu,0.6867,0.7072,0.0205
benign_persistence,1,self,4,helicopt,0.6749,-1.124,-1.7989
benign_persistence,1,self,5,Discipline,0.6726,-0.5929,-1.2656
benign_persistence,1,self,6,standing,0.6693,1.0527,0.3833
benign_persistence,1,self,7,存于,0.6547,-1.2663,-1.921
benign_persistence,1,self,8,ieu,0.6488,-0.7634,-1.4122
benign_persistence,1,self,9,φυ,0.6486,1.0056,0.3571
benign_persistence,1,self,10,PreferredSize,0.6401,-0.8766,-1.5167
benign_persistence,1,self,11,оюз,0.6369,-1.2463,-1.8832
benign_persistence,1,self,12,ستانی,0.6335,1.8229,1.1894
benign_persistence,1,self,13,isten,0.6316,-3.3383,-3.9699
benign_persistence,1,self,14,trời,0.628,-1.5245,-2.1524
benign_persistence,1,self,15,ами,0.6274,-0.5061,-1.1335
benign_persistence,1,other,1,arro,0.7805,-2.1701,-1.3896
benign_persistence,1,other,2,oola,0.7615,-1.5676,-0.8061
benign_persistence,1,other,3,geb,0.7453,-4.5663,-3.821
benign_persistence,1,other,4,anja,0.6835,-0.4848,0.1987
benign_persistence,1,other,5,nesc,0.6453,0.8198,1.4651
benign_persistence,1,other,6,ampo,0.6419,-3.3295,-2.6876
benign_persistence,1,other,7,angl,0.6346,0.254,0.8886
benign_persistence,1,other,8,egal,0.6174,-1.7612,-1.1438
benign_persistence,1,other,9,isyon,0.6118,0.1476,0.7593
benign_persistence,1,other,10,uce,0.6099,1.4297,2.0396
benign_persistence,1,other,11,_Filter,0.606,-0.5367,0.0694
benign_persistence,1,other,12,sink,0.5907,-2.5148,-1.9241
benign_persistence,1,other,13,sunk,0.5865,-1.1976,-0.6111
benign_persistence,1,other,14,шев,0.5835,0.424,1.0076
benign_persistence,1,other,15,TimeStamp,0.577,1.233,1.81
benign_persistence,2,self,1,vertime,0.7823,0.7418,-0.0405
benign_persistence,2,self,2,ilis,0.7653,0.4729,-0.2924
benign_persistence,2,self,3,TPL,0.7487,3.5671,2.8184
benign_persistence,2,self,4,nett,0.743,-0.6496,-1.3926
benign_persistence,2,self,5,лет,0.7369,-1.6788,-2.4157
benign_persistence,2,self,6,uide,0.7273,0.9662,0.2389
benign_persistence,2,self,7,��,0.7254,0.1626,-0.5629
benign_persistence,2,self,8,enza,0.7223,0.9865,0.2642
benign_persistence,2,self,9,ders,0.7097,3.1436,2.4339
benign_persistence,2,self,10,ria,0.677,1.2471,0.5701
benign_persistence,2,self,11,slippery,0.676,3.8501,3.1741
benign_persistence,2,self,12,편,0.6757,0.8801,0.2044
benign_persistence,2,self,13,hem,0.6739,1.1269,0.4529
benign_persistence,2,self,14,속,0.6671,-1.7729,-2.4399
benign_persistence,2,self,15,.TextAlignment,0.6635,-0.8761,-1.5396
benign_persistence,2,other,1,engan,0.7877,1.7842,2.572
benign_persistence,2,other,2,pronounced,0.7701,3.7021,4.4722
benign_persistence,2,other,3,先生,0.7512,-4.6721,-3.921
benign_persistence,2,other,4,apl,0.7503,0.9739,1.7242
benign_persistence,2,other,5,Guth,0.7224,-3.005,-2.2825
benign_persistence,2,other,6,PartialView,0.7156,2.834,3.5495
benign_persistence,2,other,7,apl,0.7138,-1.6814,-0.9675
benign_persistence,2,other,8,Bulk,0.7135,-3.851,-3.1375
benign_persistence,2,other,9,-toast,0.7054,2.0526,2.758
benign_persistence,2,other,10,ekim,0.6922,0.0761,0.7683
benign_persistence,2,other,11,Ler,0.6918,1.6289,2.3206
benign_persistence,2,other,12,chalk,0.6904,5.6729,6.3633
benign_persistence,2,other,13,ru,0.6867,-4.3984,-3.7117
benign_persistence,2,other,14,余,0.6858,1.4648,2.1506
benign_persistence,2,other,15,geb,0.6812,-6.2823,-5.6011
benign_persistence,3,self,1,orest,0.8408,0.2455,-0.5953
benign_persistence,3,self,2,udit,0.805,3.2915,2.4865
benign_persistence,3,self,3,.scalablytyped,0.7958,1.921,1.1252
benign_persistence,3,self,4,eniable,0.7897,-3.4916,-4.2814
benign_persistence,3,self,5,трон,0.7498,0.1936,-0.5562
benign_persistence,3,self,6,ализи,0.749,-0.1872,-0.9362
benign_persistence,3,self,7,ogui,0.7393,4.8294,4.09
benign_persistence,3,self,8,RECT,0.7281,-1.9555,-2.6836
benign_persistence,3,self,9,ubits,0.7198,0.0118,-0.708
benign_persistence,3,self,10,ycz,0.7119,4.2747,3.5628
benign_persistence,3,self,11,ilet,0.7011,-0.6017,-1.3027
benign_persistence,3,self,12,aliz,0.6834,6.6131,5.9296
benign_persistence,3,self,13,enstein,0.6797,-2.0596,-2.7393
benign_persistence,3,self,14,Ph,0.6708,-1.6885,-2.3593
benign_persistence,3,self,15,iso,0.6691,-0.3741,-1.0432
benign_persistence,3,other,1,ighth,0.7667,-1.6336,-0.867
benign_persistence,3,other,2,ευ,0.7585,0.9267,1.6852
benign_persistence,3,other,3,ilt,0.7357,-2.2998,-1.5641
benign_persistence,3,other,4,ırak,0.7271,-0.0623,0.6649
benign_persistence,3,other,5,createView,0.6963,0.0521,0.7484
benign_persistence,3,other,6,CRT,0.6879,1.4304,2.1183
benign_persistence,3,other,7,σα,0.6759,-1.8249,-1.149
benign_persistence,3,other,8,�,0.6678,-2.395,-1.7271
benign_persistence,3,other,9,trades,0.6628,3.4102,4.073
benign_persistence,3,other,10,�,0.6454,1.6927,2.3381
benign_persistence,3,other,11,Hoy,0.6444,-0.8748,-0.2304
benign_persistence,3,other,12,eldre,0.6421,-2.2783,-1.6362
benign_persistence,3,other,13,аж,0.6405,2.5013,3.1419
benign_persistence,3,other,14,Harr,0.6395,-2.0698,-1.4303
benign_persistence,3,other,15,μφ,0.6371,4.7631,5.4001
benign_persistence,4,self,1,encode,0.9857,-1.835,-2.8207
benign_persistence,4,self,2,enci,0.9157,-0.4298,-1.3454
benign_persistence,4,self,3,Skin,0.9098,-1.1842,-2.094
benign_persistence,4,self,4,�,0.9065,-1.3504,-2.2569
benign_persistence,4,self,5,ỉ,0.9029,-2.7909,-3.6937
benign_persistence,4,self,6,icot,0.9,0.3324,-0.5677
benign_persistence,4,self,7,erb,0.8972,2.8689,1.9717
benign_persistence,4,self,8,BSD,0.8862,3.4307,2.5445
benign_persistence,4,self,9,icap,0.8785,1.5491,0.6706
benign_persistence,4,self,10,antage,0.8705,-3.894,-4.7645
benign_persistence,4,self,11,Wall,0.8433,-1.5981,-2.4414
benign_persistence,4,self,12,duly,0.8392,3.7255,2.8863
benign_persistence,4,self,13,.Skin,0.8289,1.4393,0.6104
benign_persistence,4,self,14,Tub,0.8154,-0.504,-1.3194
benign_persistence,4,self,15,Soci,0.7989,-0.9747,-1.7736
benign_persistence,4,other,1,ố,1.2221,0.0653,1.2875
benign_persistence,4,other,2,-boot,1.0578,1.0712,2.129
benign_persistence,4,other,3,_forum,0.9448,3.4225,4.3673
benign_persistence,4,other,4,Forum,0.9437,3.1104,4.0541
benign_persistence,4,other,5,стоя,0.926,1.9768,2.9028
benign_persistence,4,other,6,�,0.9225,-0.0158,0.9066
benign_persistence,4,other,7,ु�,0.9106,2.1387,3.0493
benign_persistence,4,other,8,.openg,0.9048,3.9917,4.8964
benign_persistence,4,other,9,ourn,0.8968,-0.5389,0.3578
benign_persistence,4,other,10,LOBAL,0.895,0.1008,0.9957
benign_persistence,4,other,11,.until,0.8931,3.1423,4.0354
benign_persistence,4,other,12,ibles,0.8868,-1.3413,-0.4545
benign_persistence,4,other,13,pike,0.8828,0.1474,1.0302
benign_persistence,4,other,14,@show,0.8821,-2.1898,-1.3077
benign_persistence,4,other,15,ради,0.8815,0.6488,1.5304
benign_persistence,5,self,1,alis,1.1885,-3.0077,-4.1962
benign_persistence,5,self,2,umo,1.1857,1.6898,0.5042
benign_persistence,5,self,3,xies,1.156,-1.8188,-2.9748
benign_persistence,5,self,4,aland,1.1158,1.1425,0.0267
benign_persistence,5,self,5,ینک,1.0941,-0.6717,-1.7658
benign_persistence,5,self,6,アー,1.0813,0.0474,-1.0338
benign_persistence,5,self,7,owie,1.057,3.016,1.959
benign_persistence,5,self,8,ينية,1.0519,0.8384,-0.2135
benign_persistence,5,self,9,bows,1.0403,0.4236,-0.6167
benign_persistence,5,self,10,tober,1.0333,0.853,-0.1804
benign_persistence,5,self,11,آب,1.0111,-2.9195,-3.9307
benign_persistence,5,self,12,antee,1.0085,1.0923,0.0838
benign_persistence,5,self,13,책,1.0078,1.4114,0.4036
benign_persistence,5,self,14,strap,0.9894,0.8568,-0.1325
benign_persistence,5,self,15,antar,0.9887,-4.3643,-5.353
benign_persistence,5,other,1,Stability,0.9131,-1.6325,-0.7194
benign_persistence,5,other,2,dent,0.9034,-3.224,-2.3206
benign_persistence,5,other,3,ourn,0.8994,-0.2712,0.6282
benign_persistence,5,other,4,ович,0.8592,-0.4687,0.3904
benign_persistence,5,other,5,597,0.8414,-0.9506,-0.1093
benign_persistence,5,other,6,ोच,0.8409,-1.8492,-1.0083
benign_persistence,5,other,7,Majesty,0.8205,-3.5975,-2.777
benign_persistence,5,other,8,.ProgressBar,0.8203,-0.7936,0.0266
benign_persistence,5,other,9,Howell,0.8179,1.8203,2.6381
benign_persistence,5,other,10,y,0.8134,-3.9291,-3.1157
benign_persistence,5,other,11,dent,0.8039,-1.1253,-0.3215
benign_persistence,5,other,12,yar,0.7967,-0.5851,0.2116
benign_persistence,5,other,13,C,0.7923,0.3834,1.1757
benign_persistence,5,other,14,italic,0.7916,1.0235,1.8151
benign_persistence,5,other,15,Redemption,0.7871,-3.5011,-2.714
benign_persistence,6,self,1,evin,1.5027,3.1484,1.6457
benign_persistence,6,self,2,umo,1.4939,3.223,1.729
benign_persistence,6,self,3,idency,1.4105,3.105,1.6945
benign_persistence,6,self,4,TEE,1.3991,0.9254,-0.4737
benign_persistence,6,self,5,eger,1.3598,0.255,-1.1048
benign_persistence,6,self,6,Pager,1.3421,2.146,0.8039
benign_persistence,6,self,7,ascimento,1.3059,1.6749,0.369
benign_persistence,6,self,8,edom,1.2979,6.115,4.8171
benign_persistence,6,self,9,DSL,1.2842,0.2305,-1.0537
benign_persistence,6,self,10,/System,1.284,-1.5942,-2.8781
benign_persistence,6,self,11,ilities,1.2798,3.5021,2.2223
benign_persistence,6,self,12,Mirror,1.2712,-0.7555,-2.0267
benign_persistence,6,self,13,ilege,1.2641,0.6602,-0.6039
benign_persistence,6,self,14,.documentation,1.2555,4.6968,3.4413
benign_persistence,6,self,15,Samar,1.2418,-1.8538,-3.0956
benign_persistence,6,other,1,éric,1.2717,-1.7839,-0.5122
benign_persistence,6,other,2,italic,1.2061,1.2482,2.4544
benign_persistence,6,other,3,ウン,1.1859,1.6592,2.8451
benign_persistence,6,other,4,Spo,1.136,0.8444,1.9804
benign_persistence,6,other,5,�,1.1124,-2.342,-1.2296
benign_persistence,6,other,6,ingen,1.1062,-0.2523,0.8538
benign_persistence,6,other,7,spo,1.0979,2.8815,3.9794
benign_persistence,6,other,8,修,1.0954,0.096,1.1914
benign_persistence,6,other,9,ErrorException,1.0898,0.9546,2.0444
benign_persistence,6,other,10,place,1.0861,1.185,2.271
benign_persistence,6,other,11,hardt,1.0801,-0.1398,0.9403
benign_persistence,6,other,12,_pixels,1.0698,-0.8425,0.2272
benign_persistence,6,other,13,kili,1.0649,0.6528,1.7177
benign_persistence,6,other,14,Tul,1.0566,-1.1581,-0.1014
benign_persistence,6,other,15,.ai,1.0535,-1.0939,-0.0404
benign_persistence,7,self,1,Emil,1.2193,2.7286,1.5093
benign_persistence,7,self,2,uste,1.1936,1.147,-0.0466
benign_persistence,7,self,3,craft,1.1487,1.8651,0.7164
benign_persistence,7,self,4,posable,1.1225,0.0156,-1.1068
benign_persistence,7,self,5,Pink,1.1069,0.9326,-0.1743
benign_persistence,7,self,6,Ngh,1.0982,0.0207,-1.0775
benign_persistence,7,self,7,Apps,1.0916,-0.4079,-1.4994
benign_persistence,7,self,8,hed,1.0808,2.7391,1.6583
benign_persistence,7,self,9,NF,1.0764,-1.4002,-2.4765
benign_persistence,7,self,10,qed,1.0724,-2.0595,-3.1319
benign_persistence,7,self,11,irsch,1.0692,0.1014,-0.9678
benign_persistence,7,self,12,nick,1.0619,1.9074,0.8455
benign_persistence,7,self,13,Mac,1.0609,-2.0352,-3.0961
benign_persistence,7,self,14,inhal,1.0508,2.2639,1.2131
benign_persistence,7,self,15,Gregg,1.0474,2.3146,1.2672
benign_persistence,7,other,1,kili,1.5947,0.3206,1.9153
benign_persistence,7,other,2,éric,1.323,-4.636,-3.313
benign_persistence,7,other,3,.study,1.3142,-4.1932,-2.879
benign_persistence,7,other,4,洲,1.2525,1.5019,2.7543
benign_persistence,7,other,5,ernal,1.2467,-2.8145,-1.5679
benign_persistence,7,other,6,�,1.2396,-0.4028,0.8369
benign_persistence,7,other,7,lename,1.2382,1.579,2.8172
benign_persistence,7,other,8,idot,1.1814,2.7789,3.9603
benign_persistence,7,other,9,timeofday,1.1781,2.7328,3.9108
benign_persistence,7,other,10,SND,1.1713,-0.003,1.1682
benign_persistence,7,other,11,COND,1.1452,0.2884,1.4336
benign_persistence,7,other,12,zee,1.1376,3.9247,5.0623
benign_persistence,7,other,13,лев,1.1324,-1.1066,0.0258
benign_persistence,7,other,14,consequat,1.1253,-0.4023,0.7231
benign_persistence,7,other,15,bloginfo,1.1224,-1.9893,-0.8669
benign_persistence,8,self,1,nick,1.3884,-0.019,-1.4074
benign_persistence,8,self,2,ży,1.3413,3.4517,2.1104
benign_persistence,8,self,3,aber,1.3336,3.0849,1.7513
benign_persistence,8,self,4,.documentation,1.3299,4.7225,3.3926
benign_persistence,8,self,5,Boy,1.3255,0.103,-1.2225
benign_persistence,8,self,6,Cube,1.2896,-0.3934,-1.683
benign_persistence,8,self,7,Boy,1.288,-1.1563,-2.4443
benign_persistence,8,self,8,oji,1.2866,0.8113,-0.4753
benign_persistence,8,self,9,capt,1.2793,-0.821,-2.1004
benign_persistence,8,self,10,kee,1.2364,4.7526,3.5162
benign_persistence,8,self,11,exampleInput,1.2032,-0.8582,-2.0615
benign_persistence,8,self,12,жи,1.1865,3.5823,2.3958
benign_persistence,8,self,13,Dud,1.1788,0.3503,-0.8285
benign_persistence,8,self,14,Orr,1.1713,4.0823,2.911
benign_persistence,8,self,15,.xx,1.1667,-2.945,-4.1117
benign_persistence,8,other,1,摩,1.6575,-0.7787,0.8788
benign_persistence,8,other,2,neau,1.6362,-1.1515,0.4847
benign_persistence,8,other,3,opsis,1.5601,-2.679,-1.1189
benign_persistence,8,other,4,/vue,1.4933,0.0425,1.5359
benign_persistence,8,other,5,emm,1.4891,1.9865,3.4756
benign_persistence,8,other,6,fod,1.455,0.776,2.2311
benign_persistence,8,other,7,吹,1.4517,-3.9882,-2.5366
benign_persistence,8,other,8,OrNil,1.4507,0.0007,1.4514
benign_persistence,8,other,9,odos,1.359,-2.5612,-1.2022
benign_persistence,8,other,10,야,1.343,-1.0154,0.3276
benign_persistence,8,other,11,ях,1.33,4.0463,5.3764
benign_persistence,8,other,12,руч,1.3283,-0.1034,1.2249
benign_persistence,8,other,13,connexion,1.3073,-1.0246,0.2826
benign_persistence,8,other,14,ering,1.3064,-2.0265,-0.7201
benign_persistence,8,other,15,.dtd,1.3056,0.1932,1.4989
